guid,sentence,translation,freq ranks,audio,tags
pG^Eo&`Bzq,Hun er en neger.,She's a ghost writer.,[ 39 1 2 3000+ ], [sound:googletts-20c9cc53-0783a1c1-630da366-c5af9980-aee8776e.mp3],CardType::Sentence
ybHhkjMZz:,Du har meget viljestyrke.,You've got a lot of willpower.,[ 7 6 29 3000+ ], [sound:googletts-f73c63f7-ba01a3cb-b76af6a5-86e309f9-8313224c.mp3],CardType::Sentence
INrGGf!=]q,Hun er en bønnestage.,She's a bean pole.,[ 39 1 2 3000+ ], [sound:googletts-d4a0a677-387cb576-47f05b79-f9fe663a-5d117079.mp3],CardType::Sentence
"K&qY?,nkKq",Hvad er en tænketank?,What is a think tank?,[ 38 1 2 3000+ ], [sound:googletts-a0b1cacb-418eccd3-ea4b97ee-3be61fa5-6a228ddc.mp3],CardType::Sentence
u%&4~7}(_3,Jeg kan bevise det.,I can prove it.,[ 11 13 3000+ 12 ], [sound:googletts-f4fce911-6d0942d4-ad678cfc-9a4acef2-8fe40e2d.mp3],CardType::Sentence
dkTU?|Sfg2,Det var ikke uventet.,It was not unexpected.,[ 12 18 5 3000+ ], [sound:googletts-ab934169-113757c0-13eb1b6d-c15ec85e-233e70d5.mp3],CardType::Sentence
ys$3C[US0a,Henviser du til mig?,Are you referring to me?,[ 3000+ 7 8 19 ], [sound:googletts-ac5b4b51-885bd5b5-0e67985b-1b9f98f8-79aafae1.mp3],CardType::Sentence
e(e+8}K^(3,Han er for følsom.,He is too sensitive.,[ 23 1 10 3000+ ], [sound:googletts-acfdee32-1b8dd0c9-0698c0a3-bedbe668-8243b8af.mp3],CardType::Sentence
bIvIZ0V5Oh,Jeg var i bjergene.,I was in the mountains.,[ 11 18 4 3000+ ], [sound:googletts-bdd944ca-400c8410-a6292051-a4443e6c-a5345286.mp3],CardType::Sentence
P)8nRah!{},Jeg vil hente en.,I'll get one.,[ 11 20 3000+ 2 ], [sound:googletts-5cbc080b-c0aac5b7-e5e4875f-32d9c5ca-8812b64d.mp3],CardType::Sentence
HYnPqTpJ{r,Det var en hundreddollarseddel.,It was a one hundred dollar bill.,[ 12 18 2 3000+ ], [sound:googletts-bbad60db-41d13a9c-2db7006d-6c36f61f-19728427.mp3],CardType::Sentence
"Fpwu=&3Mv,",Kan du e-maile det?,Can you send that by email?,[ 13 7 3000+ 12 ], [sound:googletts-aae25aa6-b9b0a664-b8138f94-2d6be0d6-f2ca4b92.mp3],CardType::Sentence
qD=H/<GErf,Jeg har et kreditkort.,I have a credit card.,[ 11 6 15 3000+ ], [sound:googletts-d9cf26a6-d9cf7231-1ac1891a-6e819f74-3758a51d.mp3],CardType::Sentence
I0#Fz9.w2],Han har en livstidsdom.,He has a life sentence.,[ 23 6 2 3000+ ], [sound:googletts-4045c462-dd955de2-5d318653-33e9d56d-98857ccd.mp3],CardType::Sentence
"E)Y,.MAE/a",Har du et kreditkort?,Do you have a credit card?,[ 6 7 15 3000+ ], [sound:googletts-e54b058a-8f783950-3dd471f9-2f33f5ed-ca7ff670.mp3],CardType::Sentence
f@:G:$w@3B,Han er en dj.,He is a DJ.,[ 23 1 2 3000+ ], [sound:googletts-1ea363a1-9889184f-da24af13-6d986cbb-32a6c677.mp3],CardType::Sentence
Kb2/>Sx?X/,Han er en tyv.,He is a thief.,[ 23 1 2 3000+ ], [sound:googletts-a77d7e2a-522bbf20-3f534e07-aa2c3df1-8c2e9795.mp3],CardType::Sentence
u)xF4)C$<3,Han er en VIP.,He is a very important person.,[ 23 1 2 3000+ ], [sound:googletts-cbddd706-cc1ade2b-a2080368-94bbf2c6-6f5fd920.mp3],CardType::Sentence
p$(dXP2r-r,Han er en kreationist.,He's a creationist.,[ 23 1 2 3000+ ], [sound:googletts-f078d112-3929787a-9d41262d-c5d06fcd-af895c69.mp3],CardType::Sentence
pdd6=|X/X0,Han er en bodybuilder.,He's a bodybuilder.,[ 23 1 2 3000+ ], [sound:googletts-46537ba4-155a8543-5a7e952f-d4e6b123-ff4e6bcf.mp3],CardType::Sentence
wf8FFpCw(),Han er en krigsfange.,He's a prisoner of war.,[ 23 1 2 3000+ ], [sound:googletts-c73cf259-f2f5ff99-184b833c-2d64e9c3-40990338.mp3],CardType::Sentence
"gO,bA*w!2-",Han er en skørtejæger.,He's a skirt-chaser.,[ 23 1 2 3000+ ], [sound:googletts-f78674a1-5c9876d5-6f28c184-c6522f8e-8611d937.mp3],CardType::Sentence
jW6]%>]tb*,Du er et lokum!,You are a toilet!,[ 7 1 15 3000+ ], [sound:googletts-0975d85e-ca8d3ba9-aee25825-fc52fedc-a7284eac.mp3],CardType::Sentence
K>4q]t!H9>,Er du et vidunderbarn?,Are you a wunderkind?,[ 1 7 15 3000+ ], [sound:googletts-d02129c0-91882cac-dd0727c9-d100ec83-c0cc6772.mp3],CardType::Sentence
g-qGtY*s;Q,Jeg har ikke feber.,I don't have a fever.,[ 11 6 5 3000+ ], [sound:googletts-2c82a6b4-c0ff56ea-72a557f8-32d4ee2a-0758b78d.mp3],CardType::Sentence
"zY?:j&g,}D",Jeg er på listen.,I'm on the list.,[ 11 1 9 3000+ ], [sound:googletts-9b0ccca2-323c5b2b-81c6d108-fff4f893-e531fe90.mp3],CardType::Sentence
hs94x#Wa{S,Jeg har en trailer.,I have a trailer.,[ 11 6 2 3000+ ], [sound:googletts-16ad5adc-0595993d-75ad532c-946b9717-f66d853a.mp3],CardType::Sentence
xz=$%}Mlk4,Det er ikke raketvidenskab.,It's not rocket science.,[ 12 1 5 3000+ ], [sound:googletts-391c014f-a3a0027b-a519e745-772c01f3-01a1d6ac.mp3],CardType::Sentence
kv!7<=R?tQ,Det er ikke rigtigt.,That is not true.,[ 12 1 5 3000+ ], [sound:googletts-f412cad7-03cfa6a1-ee1799a1-847102d7-b2d08b5d.mp3],CardType::Sentence
zT2aX4wu-2,Det er ikke morsomt.,It's not funny.,[ 12 1 5 3000+ ], [sound:googletts-bbd6e7d7-86a88957-6ef5053f-a5edb65e-7800d944.mp3],CardType::Sentence
k84mEN{?l~,Du er for selvbevidst.,You're too self-conscious.,[ 7 1 10 3000+ ], [sound:googletts-0d6bbad0-7a7910fc-3736c940-1f22bcfe-cefea498.mp3],CardType::Sentence
L$e45b^H[q,Detroit har indgivet konkursbegæring.,Detroit has filed for bankruptcy.,[ 3000+ 6 3000+ 3000+ ], [sound:googletts-9a413f46-461f1ca3-5a469d62-a1540255-767334d1.mp3],CardType::Sentence
hK$WifcDR/,Jeg er ikke canadier.,I am not Canadian.,[ 11 1 5 3000+ ], [sound:googletts-500dc101-cd54d8e0-33f7a3bc-ed816249-29986a05.mp3],CardType::Sentence
sGTkiyLl#(,Har du en reservation?,Do you have a reservation?,[ 6 7 2 3000+ ], [sound:googletts-c7f897cc-c03e64db-a1414ba1-ac163b9a-780ac95e.mp3],CardType::Sentence
J6RS&{-Bg>,Har du en mobiltelefon?,Do you have a cellphone?,[ 6 7 2 3000+ ], [sound:googletts-3f6ff117-0405ee3e-962e7cca-61cd6e7a-348a899c.mp3],CardType::Sentence
KM/RI()=7`,Har du en mobil?,Do you have a cellphone?,[ 6 7 2 3000+ ], [sound:googletts-fd8c7375-b27671de-a1235e10-7cd33d62-de3548f2.mp3],CardType::Sentence
c+LlPs2N01,Det er en fælde!,It's a trap!,[ 12 1 2 3000+ ], [sound:googletts-e0a9863d-8e66380e-4d60552f-f5485637-9a4660ef.mp3],CardType::Sentence
vFpf2;pZYd,Det er en løgn!,That's a lie!,[ 12 1 2 3000+ ], [sound:googletts-e226d5cd-4c32fdb6-109980b9-950238c3-c9125cca.mp3],CardType::Sentence
KqyaEuHv#[,Det er en ordre!,That's an order!,[ 12 1 2 3000+ ], [sound:googletts-18746216-8846755a-04e4749d-c71c9f7f-8a4d2343.mp3],CardType::Sentence
dNa;buT0l*,Det er en labrador.,It's a Labrador retriever.,[ 12 1 2 3000+ ], [sound:googletts-8fc3235e-884ba489-47eb98b3-2ff263fd-205d5014.mp3],CardType::Sentence
ro2DIU<?}O,Har du en franskordbog?,Do you have a French dictionary?,[ 6 7 2 3000+ ], [sound:googletts-cf8ec168-b0f701d6-e29dbe26-940dfa57-571571ae.mp3],CardType::Sentence
u.6=s&@oSJ,Jeg er en turist.,I am a tourist.,[ 11 1 2 3000+ ], [sound:googletts-896fa2ed-1bd670bf-471239d3-dfc7815a-9bad24ac.mp3],CardType::Sentence
fx#lRE]RpS,Du er en engel!,You're an angel!,[ 7 1 2 3000+ ], [sound:googletts-a0ac96b1-fbe8d57d-f1323e8f-2d3faf87-d7987615.mp3],CardType::Sentence
f%q;OVM0&!,Du er en bogorm.,You're a bookworm.,[ 7 1 2 3000+ ], [sound:googletts-10e97529-e2db9738-aefefdb1-6f51c230-fcbdb0c1.mp3],CardType::Sentence
x<7v}s`&T+,Du er en idiot!,You are an idiot!,[ 7 1 2 3000+ ], [sound:googletts-2420eeea-3410ba3d-16a7b5b9-34335a09-e51e4b11.mp3],CardType::Sentence
MR4NOFB;>K,Du er en idiot.,You're an idiot.,[ 7 1 2 3000+ ], [sound:googletts-dae6486b-8005152f-acc35c2b-33e954fe-21661508.mp3],CardType::Sentence
E&^L.&a?z^,Du er en morder.,You're a murderer.,[ 7 1 2 3000+ ], [sound:googletts-02b6da89-13ba740d-57926e08-3ade6d6a-5cb279a5.mp3],CardType::Sentence
E4%98aVW]],Du er en arbejdsnarkoman.,You are a workaholic.,[ 7 1 2 3000+ ], [sound:googletts-b3924787-ab5febe1-19b39d27-92d27467-b7464717.mp3],CardType::Sentence
nH2v!a`ni$,Advarsel! Gulvet er vådt!,Caution! Wet floor.,[ 3000+ 3000+ 1 3000+ ], [sound:googletts-e541af3f-a9e07a61-7f7a858d-5ed31d57-35dbb091.mp3],CardType::Sentence
IX(>9F<`Mw,"Årets ord 2011 i Danmark er ""arabisk forår"". Andre foreslåede ord var ""fedtafgift"", ""løftebrud"" og ""vejvrede"".","The word of the year 2011 in Denmark is ""Arab spring"". Other proposed words were ""fat tax"", ""broken promises"" and ""road rage"".",[ 1279 205 3000+ 4 904 1 3000+ 3000+ 270 1717 205 ], [sound:googletts-0d9f3621-45981ca4-97bea8b6-3646e3ab-2c611741.mp3],CardType::Sentence
P8UY)/sMf+,De flygtede fra den dødsdømte virksomhed som rotter der forlader et synkende skib.,They fled the doomed company like rats deserting a sinking ship.,[ 37 3000+ 36 24 3000+ 3000+ 27 1840 28 1559 15 ], [sound:googletts-20f5b1b6-b27babaf-b5fae1a1-36ba9a8b-59c5d3ea.mp3],CardType::Sentence
xMl4w#:YVd,Der lukkes for vandet i morgen fra kl. 13 til kl. 15 på grund af anlægsarbejde. Husk det nu!,The water will be cut off tomorrow from 1 p.m. to 3 p.m. due to construction work. Don't forget.,[ 28 1324 10 931 4 169 36 3000+ 3000+ 8 3000+ ], [sound:googletts-1be8381e-a7a9a7c5-9ce5eaa0-bbac4365-3336cd98.mp3],CardType::Sentence
rJVPZf}i:m,"Solsystemet har nu kun otte planeter da Pluto, som var den niende, er blevet omklassificeret som en dværgplanet.","The Solar System has only eight planets now as Pluto, which was the ninth, has been reclassified as a dwarf planet.",[ 3000+ 6 160 85 1499 3000+ 95 3000+ 27 18 24 ], [sound:googletts-88f4f3ed-73051203-b3e6b131-f30cf8a7-ca4d2dfd.mp3],CardType::Sentence
sT`RvKwx#3,"Den Europæiske Union oprettes med det formål at gøre en ende på de mange blodige nabokrige, der kulminerede med den anden verdenskrig.","The European Union is set up with the aim of ending the frequent and bloody wars between neighbours, which culminated in the Second World War.",[ 24 734 3000+ 3000+ 17 12 3000+ 3 115 2 989 ], [sound:googletts-44288089-6019556a-f572e428-6627e6e2-a249787c.mp3],CardType::Sentence
JzM!+[R4Rx,"Lad os gå ind i skoven sammen, sagde ulven til lammet. – ""Okay, onkel Ulv"", svarede lammet.","Let's go together to the forest, the wolf said to the lamb. - ""Ok, Uncle Wolf,"" the lamb replied.",[ 3000+ 73 77 279 4 855 383 104 3000+ 8 3000+ ], [sound:googletts-c112fac0-69faa298-89622fc1-e84c67ab-2386e26b.mp3],CardType::Sentence
vkGUyeYZkU,"Har du hørt, at en synsk dværg netop er flygtet fra fængslet? Der er et lille medie på fri fod!",Have you heard that a psychic dwarf just escaped from prison? There's a small medium at large!,[ 6 7 228 3 2 3000+ 3000+ 1443 1 3000+ 36 ], [sound:googletts-78d63e01-a26eb376-3b6c6851-034b5fcc-cb7c83d5.mp3],CardType::Sentence
N#~Pr^>_%6,Det svageste led i kæden er også det stærkeste. Det kan bryde kæden.,The weakest link in the chain is also the strongest. It can break the chain.,[ 12 3000+ 1325 4 3000+ 1 216 12 3000+ 12 13 ], [sound:googletts-e3bcbc4c-8ab7c18d-3bbecbd0-7e65e870-e5f45b09.mp3],CardType::Sentence
t&%&eyg@eu,"Naturen er den eneste bog, der tilbyder storartet indhold på alle sider.",Nature is the only book that offers important content on every page.,[ 3000+ 1 24 191 140 28 1128 3000+ 3000+ 9 70 ], [sound:googletts-fd685762-e06ec951-cca341ac-89e8a7c4-dcb70180.mp3],CardType::Sentence
GztU)7:Gba,Tsunamien fejede gennem rismarker og oversvømmede byerne.,Tsunamis swept through rice fields and flooded the towns.,[ 3000+ 2923 461 2924 16 1590 3000+ ], [sound:googletts-b8e2a7d4-7370ef5f-1f565276-88f8ed4c-cc231304.mp3],CardType::Sentence
jqw9Q+KY-j,"Jeg sagde til hende: ""Du ser bleg ud. Har du det godt?""","I said to her, ""You look pale. Are you all right?""",[ 11 104 8 3000+ 3000+ 59 1243 3000+ 6 7 12 ], [sound:googletts-9bc7cf8e-a8aefde8-a8b474a5-002ea7b0-73fc6cc9.mp3],CardType::Sentence
hEJO83zKg3,Der er stor forskel på hastighed og kvalitet på bredbånd fra land til land.,There are big differences in broadband speed and quality from country to country.,[ 28 1 135 871 9 3000+ 16 3000+ 9 3000+ 36 ], [sound:googletts-1788ce4e-1f06e697-703ae47f-53421000-4faa7af3.mp3],CardType::Sentence
IQ`gAa-lk-,Bogstaverne sch i tyske ord og sh i engelske bliver på esperanto skrevet som ŝ. Det sparer plads og blæk.,"The letters ""sch"" in German words and ""sh"" in English are written ""ŝ"" in Esperanto. That saves space and ink.",[ 3000+ 3000+ 4 439 205 16 3000+ 4 323 86 9 ], [sound:googletts-6884f9cd-552a16a1-433f9bab-265da674-c30df9ef.mp3],CardType::Sentence
h2JYtGs}wH,En dråbe af giften er nok til at dræbe 160 mennesker.,One drop of the poison is enough to kill 160 people.,[ 2 3000+ 14 3000+ 1 258 8 3 494 3000+ 194 ], [sound:googletts-0525f0f3-f286c498-a2b9d56d-52b34adb-0852ca7d.mp3],CardType::Sentence
Cz42kVxcGL,Situationen var yderst farlig; det var et spørgsmål om liv og død.,The situation was extremely dangerous; it was a matter of life and death.,[ 3000+ 18 3000+ 3000+ 12 18 15 516 22 304 16 ], [sound:googletts-e0733b30-9ff589e0-c8e4408f-aeb9da01-2d6fbd3b.mp3],CardType::Sentence
"kD$0eqL,?P",Sandsynligheden for at blive angrebet af en haj er meget ringe.,The likelihood of being attacked by a shark is very low.,[ 3000+ 10 3 90 3000+ 14 2 3000+ 1 29 602 ], [sound:googletts-9102ffb0-6b7044ca-d085785b-ebb48edf-3998ce4b.mp3],CardType::Sentence
s(Mr6qKw`W,Bemærk at du har et ekstra mellemrum mellem disse to ord.,Note that you have an extra space between these two words.,[ 3000+ 3 7 6 15 3000+ 3000+ 263 200 44 205 ], [sound:googletts-9b265385-f7572288-67ef3755-68952363-f76b265b.mp3],CardType::Sentence
G]%Ls_31BQ,"I dag bliver en kvinde som er automekaniker set som ""sej"", mens en mandlig frisør af mange automatisk bliver stemplet som ""bøsse"".","Nowadays, a woman who is an auto mechanic is ""cool"", while a man hairdresser is automatically titled as ""gay"" by many.",[ 4 87 86 2 345 27 1 3000+ 3000+ 27 3000+ ], [sound:googletts-344f8e95-59702952-dfcdb08b-3ef69c0d-1e990fa9.mp3],CardType::Sentence
z(O^!Sw(%>,"Hvor blev du af?"" ""Jeg tog hen til togstationen for at sige farvel til en ven.""","Where did you go? ""I went to the train station to see a friend off.""",[ 93 35 7 3000+ 3000+ 55 237 8 3000+ 10 3 ], [sound:googletts-3bfc0703-923efe97-d10c22ed-4e9ecb6a-43d1d9dc.mp3],CardType::Sentence
s#sKZtB(u.,Kate Middleton er nu hertuginde af Cambridge.,Kate Middleton is now the duchess of Cambridge.,[ 3000+ 2949 1 160 2950 14 3000+ ], [sound:googletts-ce3362fb-346b7c61-22d6d3ba-08832cb8-606e82df.mp3],CardType::Sentence
lTW}k;//~D,Ifølge vejrudsigten nærmer tyfonen sig sandsynligvis kysten.,"According to the weather forecast, the typhoon is likely to approach the coast.",[ 3000+ 1506 704 1507 48 615 3000+ ], [sound:googletts-f32ed839-cc05c3a9-4e4d915e-c155bf26-e82e157c.mp3],CardType::Sentence
L(/#R(oB74,Lyt til den følgende udveksling mellem kolleger!,Listen to the following exchange between colleagues!,[ 3000+ 8 24 1037 2691 263 3000+ ], [sound:googletts-0e813bed-bce441ef-6f67710f-08884144-3d5b5502.mp3],CardType::Sentence
"N0XG(,zZ_m",Ordbogen fås nu som app til Androidtelefoner.,The dictionary is now available as an app for Android phones.,[ 2137 1632 160 27 3000+ 8 3000+ ], [sound:googletts-74592fe5-6ec92d97-97414c08-9ec7a77e-096d6df1.mp3],CardType::Sentence
bX*yzW![<_,Drik ikke vandet i det beskidte glas!,Do not drink the water in the dirty glass!,[ 3000+ 5 931 4 12 3000+ 2954 ], [sound:googletts-c11dbcea-f0ae2487-d2f7fd45-77de83e6-a9b269f3.mp3],CardType::Sentence
"LA,ZQ[-Iy%",Drik ikke vandet i det snavsede glas!,Do not drink the water in the dirty glass!,[ 3000+ 5 931 4 12 3000+ 2954 ], [sound:googletts-7c772f4b-843301cc-8e8712c6-38e0695d-9ccd6b88.mp3],CardType::Sentence
H<~F!nwAi~,Siderne med æselører gjorde bogen mindre værdifuld.,The dog-eared pages made the book less valuable.,[ 3000+ 17 2784 112 417 335 3000+ ], [sound:googletts-1a1416cc-80c35ba8-3cd80ca2-44b9ee3a-0e330e8d.mp3],CardType::Sentence
s:3o;kZ0Og,Firmaets kvindelige chef synes at være skamløs.,The female-boss of the company seems shameless.,[ 3000+ 1485 1380 217 3 40 3000+ ], [sound:googletts-2726a4ef-672daa0d-e0e05fd8-62fe6124-29e1f1ce.mp3],CardType::Sentence
hRj~~2VvWW,Kirken blev bygget i det femtende århundrede.,The church was built in the fifteenth century.,[ 3000+ 35 650 4 12 3000+ 2218 ], [sound:googletts-2d084331-ff6f6b46-f74a12e3-79906d6b-1de79af2.mp3],CardType::Sentence
"q&,rVlYw_}",En asteroide eksploderede over Tjeljabinsk i Rusland.,An asteroid exploded over Chelyabinsk in Russia.,[ 2 1215 1627 69 3000+ 4 3000+ ], [sound:googletts-115548ce-3f16ba99-2d27a028-b1ee8dc0-a279dc44.mp3],CardType::Sentence
Q:?SJX&tHx,Hr. Cameron glemte sin datter på pubben.,Mr. Cameron forgot his daughter at the pub.,[ 3000+ 1866 435 32 525 9 3000+ ], [sound:googletts-08361447-d601857f-29926b13-49e5f8ff-4976431a.mp3],CardType::Sentence
P`k<i_d@uJ,Hr. Cameron glemte sin datter på værtshuset.,Mr. Cameron forgot his daughter at the pub.,[ 3000+ 1866 435 32 525 9 3000+ ], [sound:googletts-b2fad71b-f2d678fd-f3829e00-898d1c8e-05a2928f.mp3],CardType::Sentence
QDL(6d)z=r,"Århus, Danmarks næststørste by, har postnummeret 8000.","Aarhus, the second-largest city in Denmark, has the postal code 8000.",[ 3000+ 491 923 368 6 924 3000+ ], [sound:googletts-2f58433a-f270161b-af60cfae-19ad3ba8-cbc8cf4b.mp3],CardType::Sentence
DONzZ7G#wV,"Aarhus, Danmarks næststørste by, har postnummeret 8000.","Aarhus, the second-largest city in Denmark, has the postal code 8000.",[ 3000+ 491 923 368 6 924 3000+ ], [sound:googletts-5fa77776-24f9282e-cd23d411-cd8a5ea6-d0356664.mp3],CardType::Sentence
fnNYWr..J:,"Det regnede kraftigt, så legepladsen er mudret.","It rained heavily, so the playground is muddy.",[ 12 515 1966 21 3000+ 1 3000+ ], [sound:googletts-26ec0542-3b74d7e1-8648b7f3-1ea2805d-590b861b.mp3],CardType::Sentence
E$&c`A*1/o,Vær mere forsigtig med dine penge fremover!,"From now on, be more careful with your money.",[ 1979 120 3000+ 17 99 201 3000+ ], [sound:googletts-580cca40-085a9fad-68ed838f-aa1e1cf9-a3982d87.mp3],CardType::Sentence
O[FG#&-C$D,Er faxen en moderne udgave af telegrafen?,Is the fax a modern form of the telegraph?,[ 1 3000+ 2 469 1813 14 3000+ ], [sound:googletts-761d711e-a23f21d2-b920d374-74a1aa14-304c7f62.mp3],CardType::Sentence
OVxn1@YmS4,Er telefaxen en moderne udgave af telegrafen?,Is the fax a modern form of the telegraph?,[ 1 3000+ 2 469 1813 14 3000+ ], [sound:googletts-0abf516e-9ee53e35-bd51e0d2-0ad153fa-d363ab71.mp3],CardType::Sentence
DF34/-~)18,"Det tårn, du ser derovre, er Eiffeltårnet.",That tower you see over there is the Eiffel Tower.,[ 12 3000+ 7 59 2211 1 3000+ ], [sound:googletts-01dae93a-d1fc4a4d-7317389c-e6ed0787-dd766931.mp3],CardType::Sentence
jO|B~<xEVj,"Det tårn, I ser derovre, er Eiffeltårnet.",That tower you see over there is the Eiffel Tower.,[ 12 3000+ 4 59 2211 1 3000+ ], [sound:googletts-3141917b-ba61a74a-d1b8d935-88f76c26-43f35ee1.mp3],CardType::Sentence
jLY3V~0JRK,Kernevåben er en trussel mod hele menneskeheden.,Nuclear weapons are a threat to all humanity.,[ 3000+ 1 2 1924 197 98 3000+ ], [sound:googletts-75b94a2f-6b2305c2-a8040fd3-66d16b33-3bf459ef.mp3],CardType::Sentence
P{$U)o-b`B,Tom har vundet 10.000 dollar i lotteriet.,"Tom won $10,000 in the lottery.",[ 80 6 1154 3000+ 759 4 3000+ ], [sound:googletts-3653a1eb-94e67e36-b39b6d48-265754f2-3b79b6fd.mp3],CardType::Sentence
llBtO]$rG/,Duen er et berømt symbol for fred.,The dove is a famous symbol for peace.,[ 3000+ 1 15 456 1288 10 3000+ ], [sound:googletts-db999a37-3328802a-67231567-a5a96d4c-ea3f81da.mp3],CardType::Sentence
PH|k&E{M4H,Dén gamle bog er et sandt fund.,That old book is a real find.,[ 3000+ 176 140 1 15 1395 3000+ ], [sound:googletts-3d4fd4a6-d7bdf96b-70787e80-ebd00fa9-c1d601f3.mp3],CardType::Sentence
o82=*y{T3^,Vi må trække en streg i sandet.,We must draw a line in the sand.,[ 46 102 1571 2 3000+ 4 3000+ ], [sound:googletts-13bc4139-755a4dd1-1a14eaee-b9d10a99-d1912752.mp3],CardType::Sentence
Lu^Ku?[]93,"Sproget der tales i Australien, er engelsk.",The language spoken in Australia is English.,[ 3000+ 28 1379 4 3000+ 1 276 ], [sound:googletts-88812686-bf9e4f5d-5a9ffeb7-7477389a-25791302.mp3],CardType::Sentence
ocOIhP1_Q!,"Han forklarede detaljeret, hvad han havde set.",He explained in detail what he had seen.,[ 23 1542 3000+ 38 23 60 3000+ ], [sound:googletts-2bc93770-ac8c36d8-a2ae5a24-84c0afcc-e8db3847.mp3],CardType::Sentence
sQ|k;d*(M6,Kampen blev stoppet på grund af tordenvejr.,The match was stopped due to a thunderstorm.,[ 3000+ 35 1191 9 334 14 3000+ ], [sound:googletts-d1e497ba-d0755d8e-fec4556a-67aada80-431527bc.mp3],CardType::Sentence
rl->C9[;1_,Jones blev født i De Forenede Stater.,Jones was born in the United States.,[ 3000+ 35 468 4 37 1003 3000+ ], [sound:googletts-b4acabd2-a4407bf0-bab49a99-4b32f2cd-3887d3e7.mp3],CardType::Sentence
GlqCynGuJ,Efteråret er den bedste årstid til vandreture.,Autumn is the best season for going on hikes.,[ 3000+ 1 24 199 1301 8 3000+ ], [sound:googletts-28a5dda0-bcce577a-d3c64d27-05b44d79-904860d0.mp3],CardType::Sentence
PPabA2A7eU,Jeg genkender ingen af personerne på billedet.,I don't recognize any of the people in the picture.,[ 11 3000+ 83 14 3000+ 9 1387 ], [sound:googletts-149c99f2-50b6c6ea-c3479cb4-c09b7d1d-25d6750a.mp3],CardType::Sentence
pw5~!xd2ZW,Den syge var kun skind og ben.,The sick person was only skin and bones.,[ 24 1327 18 85 3000+ 16 3000+ ], [sound:googletts-a1b8503e-5420397c-82f9c350-f3ae190a-1544f394.mp3],CardType::Sentence
HjfX:Y@Ti},Hvorfor rødmede tomaten? Fordi den så salatdressingen.,Why did the tomato blush? Because it saw the salad dressing.,[ 333 834 3000+ 168 24 21 3000+ ], [sound:googletts-66618303-d27d41ae-225031ed-7d909ddd-e800669c.mp3],CardType::Sentence
b6>%y~wiyL,Wikipedia er den bedste encyklopædi på nettet.,Wikipedia is the best encyclopedia on the Internet.,[ 3000+ 1 24 199 1145 9 3000+ ], [sound:googletts-254390e5-37eaa82c-2778d54f-435fe5da-e52c3f59.mp3],CardType::Sentence
Pz!23-%cC3,Hun var iført en piratkostume til halloween.,She wore a pirate costume for Halloween.,[ 39 18 1205 2 3000+ 8 3000+ ], [sound:googletts-7250a771-b4f58d65-dfa3ca57-03857646-8c474300.mp3],CardType::Sentence
mvuUGivH]P,Tom satte en forlovelsesring på Marys finger.,Tom put an engagement ring on Mary's finger.,[ 80 738 2 3000+ 9 440 3000+ ], [sound:googletts-c607afd0-fac00498-727bc3ee-a18cee20-baac9726.mp3],CardType::Sentence
zgwV7/nk~D,Lad os besøge min bedstefar i weekenden.,Let's visit my grandpa this weekend.,[ 3000+ 73 480 25 606 4 3000+ ], [sound:googletts-df23dc92-a13c43f5-78091789-f8f79397-4c1684af.mp3],CardType::Sentence
j?hV02&E@l,Tom vil mødes med jer kl. 14:30.,Tom will meet with all of you at 2:30.,[ 80 20 735 17 274 3000+ 3000+ ], [sound:googletts-9feebdfa-4112bd71-8a4ac63e-f4cae8e3-6aefdb02.mp3],CardType::Sentence
QDZ]LVj?6,"Mit favoritord på tysk er ordet ""Handschuhe"".",My favourite word in German is the word 'Handschuhe'.,[ 62 3000+ 9 413 1 474 3000+ ], [sound:googletts-d30fe182-036e9e9f-f3255323-2bdbfb16-493f0d33.mp3],CardType::Sentence
"o5Tg,P}Q6S",Han kom hjem lidt før kl. 5.,He reached home shortly before five o'clock.,[ 23 96 311 225 179 3000+ 3000+ ], [sound:googletts-d4165ac8-19537477-721a1fad-56f30715-258b5f2c.mp3],CardType::Sentence
3&*yCS3:&,Tom plukkede nogle bær og spiste dem.,Tom picked some berries and ate them.,[ 80 3000+ 122 3000+ 16 312 171 ], [sound:googletts-9d4fda0a-327c6eb2-6489e466-759d09de-f47cc9f1.mp3],CardType::Sentence
w8[>sbzzO+,"Forresten, hvor mange af jer skriver dagbog?","By the way, how many of you keep a diary?",[ 3000+ 93 51 14 274 260 3000+ ], [sound:googletts-94085829-34e86b10-c530711e-dbb2938e-1ff0f976.mp3],CardType::Sentence
M=@T??i9d&,De glemte deres paraplyer i en bus.,They forgot their umbrellas in a bus.,[ 37 435 193 3000+ 4 2 3000+ ], [sound:googletts-5934f27d-cf64d29e-e9fa3ccc-fa251c30-3d3ea888.mp3],CardType::Sentence
H|F4+(A(LA,Auckland er en by i New Zealand.,Auckland is a city in New Zealand.,[ 3000+ 1 2 368 4 290 3000+ ], [sound:googletts-81065a6d-010ea8be-a9b39d25-d5110283-c6b0af21.mp3],CardType::Sentence
o`l@VP~J$P,"Hvad sagde han? ""Det husker jeg ikke.""",“What did he say?” “I don't remember.”,[ 38 104 23 3000+ 473 11 3000+ ], [sound:googletts-ec0bfc96-22bcd430-256e8568-132bd588-6690b9ea.mp3],CardType::Sentence
